Genes	Type
FLJ13197	Stemness
FLJ38379	Stemness
PTPRD	Stemness
ANKRD28	Stemness
RRAGD	Stemness
SAMD13	Stemness
SCD5	Stemness
SCN3A	Stemness
SLC22A16	Stemness
SLC25A27	Stemness
SLC2A5	Stemness
SLITRK4	Stemness
SOCS2	Stemness
SPINK2	Stemness
SSBP2	Stemness
ANKRD10	Stemness
MSI2	Stemness
AREG	Stemness
ATP8B4	Stemness
B4GALT6	Stemness
BAALC	Stemness
BEND4	Stemness
BSPRY	Stemness
MEST	Stemness
METTL3	Stemness
PDE1A	Stemness
PDZD2	Stemness
PGDS	Stemness
PPM1H	Stemness
PROM1	Stemness
MSRB3	Stemness
MYB	Stemness
MYCN	Stemness
MYO5C	Stemness
NAP1L3	Stemness
NPR3	Stemness
P2RY1	Stemness
PAN3	Stemness
HTR1F	Stemness
IGLL1	Stemness
ITGA9	Stemness
KIAA0125	Stemness
KIT	Stemness
LAPTM4B	Stemness
LMO2	Stemness
LUC7L2	Stemness
MAP7	Stemness
GUCY1A3	Stemness
HBG1	Stemness
HLF	Stemness
HOXA9	Stemness
AGBL3	Stemness
ANGPT1	Stemness
MCTP2	Stemness
ABCA13	Stemness
MBOAT1	Stemness
MEIS1	Stemness
IFT46	Senescence
IGF1R	Senescence
PAWR	Senescence
IFT81	Senescence
PAIP1	Senescence
PAQR3	Senescence
HYMAI	Senescence
ICA1	Senescence
NPR3	Senescence
NPTX2	Senescence
IGFBP7	Senescence
ITGB4BP	Senescence
PAICS	Senescence
NRIP1	Senescence
NT5C2	Senescence
NUDT11	Senescence
NUFIP1	Senescence
NUP62CL	Senescence
OBSL1	Senescence
OCRL	Senescence
OR5T2	Senescence
ORAI3	Senescence
OSBPL1A	Senescence
NQO1	Senescence
NR1H3	Senescence
NREP	Senescence
ERCC1	Senescence
ERCC8	Senescence
EREG	Senescence
ERG	Senescence
ERGIC3	Senescence
ERLIN1	Senescence
ERLIN2	Senescence
ERMP1	Senescence
ESD	Senescence
ESR1	Senescence
P15RS	Senescence
P2RX1	Senescence
PAFAH1B3	Senescence
ETV6	Senescence
EXDL2	Senescence
EXOSC4	Senescence
EXT2	Senescence
EXTL2	Senescence
F2R	Senescence
F2RL1	Senescence
FABP5	Senescence
FADS1	Senescence
FAHD2A	Senescence
FAIM	Senescence
FAM115A	Senescence
FAM117A	Senescence
FAM124B	Senescence
IGLL1	Senescence
IL12RB2	Senescence
IL18	Senescence
IL1B	Senescence
IMPA2	Senescence
IMPACT	Senescence
IMPDH2	Senescence
ING4	Senescence
IPO7	Senescence
IQGAP2	Senescence
ISOC1	Senescence
ISYNA1	Senescence
ITGA9	Senescence
ITGAV	Senescence
FLJ20674	Senescence
FLJ21168	Senescence
FLNB	Senescence
FLT1	Senescence
FLT3	Senescence
FNBP1L	Senescence
FOCAD	Senescence
FPGS	Senescence
FRMD4B	Senescence
ESRRG	Senescence
ETS2	Senescence
ETV5	Senescence
NFYB	Senescence
NGFRAP1	Senescence
NHP2	Senescence
NIPSNAP1	Senescence
NME1	Senescence
NME2	Senescence
NME7	Senescence
NOTCH1	Senescence
NOTCH3	Senescence
NPM3	Senescence
GATA2	Senescence
GATM	Senescence
GBE1	Senescence
GCNT1	Senescence
GCSH	Senescence
GFRA1	Senescence
GGCT	Senescence
GGH	Senescence
GLCE	Senescence
GMPR2	Senescence
GNA15	Senescence
GNAI1	Senescence
GNG11	Senescence
GPATCH2L	Senescence
GPATCH4	Senescence
GPM6B	Senescence
GPR124	Senescence
GPR125	Senescence
GPR126	Senescence
GPR56	Senescence
GPSM2	Senescence
GRB10	Senescence
GRHPR	Senescence
GSPT2	Senescence
GSTA4	Senescence
GSTM5	Senescence
GSTP1	Senescence
GTF2H5	Senescence
GTF2I	Senescence
GUCY1A3	Senescence
GUCY1B3	Senescence
GYG2	Senescence
H1FX	Senescence
H2AFJ	Senescence
H2AFV	Senescence
H2AFY	Senescence
HADH	Senescence
HCG8	Senescence
HDGFRP3	Senescence
HHAT	Senescence
HHEX	Senescence
HIBCH	Senescence
HINT1	Senescence
HIST1H1D	Senescence
HIST1H2AE	Senescence
HIST1H2AG	Senescence
HIST1H2BD	Senescence
HIST1H2BF	Senescence
HIST1H2BG	Senescence
HIST1H2BI	Senescence
HIST1H2BK	Senescence
HIST1H3D	Senescence
HIST1H4E	Senescence
HIST2H2	Senescence
HIST2H2AA3	Senescence
HIST2H2AA4	Senescence
HLF	Senescence
HMGA1	Senescence
HMGA2	Senescence
HMGB3	Senescence
HMGCR	Senescence
HMGCS1	Senescence
HNRPAB	Senescence
HOPX	Senescence
HOXA10	Senescence
HOXA2	Senescence
HOXA4	Senescence
HOXA5	Senescence
HOXA9	Senescence
HOXB5	Senescence
HPGD	Senescence
HPRT1	Senescence
HSD17B12	Senescence
HSD17B8	Senescence
HSDL2	Senescence
HSP90AB1	Senescence
HSPB1	Senescence
HSPC121	Senescence
HTR1F	Senescence
HYI	Senescence
AAR2	Senescence
AASS	Senescence
ABCC1	Senescence
ABCG1	Senescence
ABHD10	Senescence
FAM179B	Senescence
FAM216A	Senescence
FANCF	Senescence
FANCL	Senescence
FARP1	Senescence
FAT4	Senescence
FBN1	Senescence
FBXO11	Senescence
FGGY	Senescence
FHL1	Senescence
FKBP4	Senescence
FKBP9	Senescence
FLJ11710	Senescence
FLJ13197	Senescence
AHCYL2	Senescence
AK2	Senescence
ITM2C	Senescence
JAKMIP2	Senescence
JRKL	Senescence
JUP	Senescence
KCNJ16	Senescence
KCTD3	Senescence
KDELC1	Senescence
KDM1A	Senescence
KDM5B	Senescence
KIAA0087	Senescence
KIAA0125	Senescence
KIAA0485	Senescence
KIAA0753	Senescence
KIAA0888	Senescence
KIAA1107	Senescence
KIAA1305	Senescence
KIAA1462	Senescence
KIAA1467	Senescence
KIT	Senescence
KLHL23	Senescence
KLHL3	Senescence
KLHL9	Senescence
LAMC1	Senescence
LAMP2	Senescence
LAPTM4B	Senescence
LDB2	Senescence
LDLR	Senescence
LDLRAD4	Senescence
LGALS9	Senescence
LHFP	Senescence
LIMA1	Senescence
LIMCH1	Senescence
LMAN2L	Senescence
LOC339229	Senescence
LOC400451	Senescence
LOC441528	Senescence
LOC81691	Senescence
LOH11CR2A	Senescence
LOX	Senescence
LRBA	Senescence
LRP12	Senescence
LRRC1	Senescence
LRRC16	Senescence
LRRC41	Senescence
LSM2	Senescence
LSM5	Senescence
LUZP1	Senescence
LXN	Senescence
LYRM1	Senescence
LYRM4	Senescence
LZTFL1	Senescence
MAB21L2	Senescence
MAGED2	Senescence
MAGEF1	Senescence
MAGI2	Senescence
MANEA	Senescence
MANSC1	Senescence
MAP4K3	Senescence
MAP7	Senescence
MAP7D3	Senescence
MAT2A	Senescence
MBOAT7	Senescence
MCFD2	Senescence
MCM3AP-AS1	Senescence
MCTP1	Senescence
MDH2	Senescence
ME3	Senescence
MECOM	Senescence
MED20	Senescence
MEIS1	Senescence
MERTK	Senescence
MEST	Senescence
METTL13	Senescence
METTL21B	Senescence
MFAP1	Senescence
MGMT	Senescence
MGST2	Senescence
MIF	Senescence
MLC1	Senescence
MLF2	Senescence
MLLT3	Senescence
MMRN1	Senescence
MN1	Senescence
MPDZ	Senescence
MPG	Senescence
MPL	Senescence
MPP5	Senescence
MPPED2	Senescence
MPV17	Senescence
MPZL1	Senescence
MPZL2	Senescence
MREG	Senescence
MRPL15	Senescence
MRPL16	Senescence
MRPL57	Senescence
MRPS18A	Senescence
MRPS18C	Senescence
MRPS27	Senescence
MRPS28	Senescence
MRPS33	Senescence
MRS2L	Senescence
MSH6	Senescence
MSRA	Senescence
MSRB2	Senescence
MTF2	Senescence
ACACA	Senescence
ACADM	Senescence
ACN9	Senescence
ACOT13	Senescence
ACP6	Senescence
ACTR8	Senescence
ADA	Senescence
ADCY3	Senescence
ADH5	Senescence
ADO	Senescence
ADPRM	Senescence
AER61	Senescence
AGPS	Senescence
AHCY	Senescence
NANOG	Senescence
NAP1L3	Senescence
NASP	Senescence
NBEA	Senescence
NBL1	Senescence
NDN	Senescence
NDUFAF1	Senescence
NDUFS4	Senescence
NEDD4	Senescence
NEK3	Senescence
NENF	Senescence
NF1	Senescence
NFE2L3	Senescence
COPG2IT1	Senescence
COQ7	Senescence
COX11	Senescence
COX15	Senescence
CPA3	Senescence
CPT1A	Senescence
CRELD1	Senescence
CRHBP	Senescence
CRIM1	Senescence
CRYGD	Senescence
CSTF2T	Senescence
CTDSPL	Senescence
CTNNA2	Senescence
CTPS2	Senescence
CXCL10	Senescence
CXCL3	Senescence
CXCR7	Senescence
CYFIP1	Senescence
CYP51A1	Senescence
CYTL1	Senescence
DACH1	Senescence
DAPK1	Senescence
DBN1	Senescence
DCTPP1	Senescence
DDAH1	Senescence
DDAH2	Senescence
DDT	Senescence
DENR	Senescence
DEPTOR	Senescence
DHCR24	Senescence
DHRS4	Senescence
DKC1	Senescence
DKFZP434C153	Senescence
DKFZP564C152	Senescence
DLG4	Senescence
DNAJC12	Senescence
DNAL4	Senescence
DNMT3B	Senescence
DOCK1	Senescence
DOK4	Senescence
DPF2	Senescence
DPPA4	Senescence
DPY19L4	Senescence
DPYSL3	Senescence
DRAM1	Senescence
DSG2	Senescence
DST	Senescence
DUSP10	Senescence
DUSP14	Senescence
DYNC2LI1	Senescence
E2F6	Senescence
ECI2	Senescence
EFHC2	Senescence
EGLN3	Senescence
EGR3	Senescence
EHBP1	Senescence
EHD2	Senescence
EHHADH	Senescence
EI24	Senescence
EID1	Senescence
EIF2D	Senescence
ELK3	Senescence
ELMO1	Senescence
EMCN	Senescence
EMID1	Senescence
EMP1	Senescence
ENO1	Senescence
EPHB4	Senescence
PLCXD1	Senescence
PLEKHA5	Senescence
PLK2	Senescence
PLOD2	Senescence
PLS1	Senescence
PLS3	Senescence
PLSCR4	Senescence
PLXND1	Senescence
PML	Senescence
POLD2	Senescence
POLR3D	Senescence
POLR3G	Senescence
PON2	Senescence
PPAT	Senescence
PPFIBP1	Senescence
PPIP5K1	Senescence
PPM1F	Senescence
PPM1H	Senescence
PPP1R26	Senescence
PPP2R3A	Senescence
PRDX1	Senescence
PRDX4	Senescence
PRKCI	Senescence
PRKCSH	Senescence
PRMT5	Senescence
PROM1	Senescence
PRRG1	Senescence
PRSS2	Senescence
PRSS3	Senescence
PSMA6	Senescence
PTPLA	Senescence
PTPN11	Senescence
PTPRD	Senescence
PTRF	Senescence
PUS7L	Senescence
PXDN	Senescence
QARS	Senescence
RAB13	Senescence
RAB38	Senescence
RAB40B	Senescence
RABGAP1	Senescence
RALA	Senescence
RANBP5	Senescence
RBM12B	Senescence
RBM7	Senescence
RBMX	Senescence
RBPMS	Senescence
RCBTB1	Senescence
RCN1	Senescence
RDX	Senescence
FSCN1	Senescence
FSTL1	Senescence
FUBP1	Senescence
FXR1	Senescence
FXYD6	Senescence
FZD6	Senescence
FZD7	Senescence
G6PC3	Senescence
GAB2	Senescence
GABPB1	Senescence
GALNT2	Senescence
GALNT7	Senescence
GANAB	Senescence
GAR1	Senescence
RPGRIP1L	Senescence
RPL10L	Senescence
RPL41	Senescence
RPP40	Senescence
RRAGD	Senescence
RSL1D1	Senescence
RUNX1-IT1	Senescence
SALL2	Senescence
SATL1	Senescence
SC5DL	Senescence
SCARB2	Senescence
SCARF1	Senescence
SCCPDH	Senescence
SCD	Senescence
SCHIP1	Senescence
SCMH1	Senescence
SCML2	Senescence
SCN3A	Senescence
SCN9A	Senescence
SDCCAG8	Senescence
SEC63	Senescence
SEMA6A	Senescence
SEPHS1	Senescence
SEPP1	Senescence
SEPT11	Senescence
SERF1B	Senescence
SERPINB6	Senescence
SERPINE2	Senescence
SERPING1	Senescence
SERPINI2	Senescence
SH3BGR	Senescence
SH3BP4	Senescence
SHFM1	Senescence
SIP	Senescence
SIRT5	Senescence
SLC19A2	Senescence
SLC25A13	Senescence
SLC2A10	Senescence
SLC2A5	Senescence
SLC35F2	Senescence
SLC35G2	Senescence
SLC39A14	Senescence
SLC39A8	Senescence
SLC7A8	Senescence
SMAD1	Senescence
SMARCA1	Senescence
SMARCA2	Senescence
SMARCC1	Senescence
SMYD3	Senescence
SNHG20	Senescence
SNRPD1	Senescence
SNRPF	Senescence
SOCS2	Senescence
SOCS5	Senescence
SOX12	Senescence
SOX4	Senescence
SPAG16	Senescence
SPATS2	Senescence
SPATS2L	Senescence
SPG20	Senescence
SPHAR	Senescence
SPIDR	Senescence
SPIN1	Senescence
SPIN2B	Senescence
SPINK2	Senescence
SPP1	Senescence
SPRED2	Senescence
SPRY1	Senescence
SPRY2	Senescence
SPTLC2	Senescence
SQLE	Senescence
SRBD1	Senescence
SRI	Senescence
SSBP2	Senescence
ST3GAL6	Senescence
STAC	Senescence
STAT5A	Senescence
STAU2	Senescence
STK32B	Senescence
STMN1	Senescence
STON1	Senescence
STX3	Senescence
SUOX	Senescence
SYNGR1	Senescence
SYPL1	Senescence
TAOK3	Senescence
TARBP1	Senescence
TARS	Senescence
TBC1D16	Senescence
TBC1D8B	Senescence
TCEAL1	Senescence
TCEAL4	Senescence
TCF12	Senescence
TCF7L2	Senescence
TEK	Senescence
TEX30	Senescence
TFEC	Senescence
TFPI	Senescence
TGIF2	Senescence
THG1L	Senescence
THSD7A	Senescence
THY28	Senescence
TIE1	Senescence
TIMM9	Senescence
TM4SF1	Senescence
TM7SF3	Senescence
TMED3	Senescence
TMEFF1	Senescence
TMEM135	Senescence
TMEM159	Senescence
TMEM220	Senescence
TMEM254	Senescence
TMEM38B	Senescence
TMEM45A	Senescence
TMEM5	Senescence
TMEM97	Senescence
TMSB15B	Senescence
TNFRSF1A	Senescence
TNFRSF21	Senescence
TNFSF4	Senescence
TNRC18	Senescence
TNS3	Senescence
TOM1L1	Senescence
TOMM34	Senescence
TOX	Senescence
TP53BP1	Senescence
TP53I3	Senescence
TPD52L1	Senescence
TPRKB	Senescence
TRAF3IP2	Senescence
TRAPPC6A	Senescence
TRIM16	Senescence
TRIM24	Senescence
TRIM32	Senescence
TRIM5	Senescence
TRIM68	Senescence
TRIP6	Senescence
TRMT112	Senescence
TRPV1	Senescence
TSC22D1	Senescence
TSGA14	Senescence
TSPAN2	Senescence
TSPAN3	Senescence
TSPYL4	Senescence
TSPYL5	Senescence
TTC28	Senescence
TTC30A	Senescence
TUBGCP4	Senescence
TXN	Senescence
TXN2	Senescence
TXNRD3	Senescence
UBE2E1	Senescence
UBE2E3	Senescence
UCHL1	Senescence
UCK2	Senescence
UFC1	Senescence
UNC119B	Senescence
UNC13B	Senescence
UNG	Senescence
UQCRB	Senescence
USE1	Senescence
USP22	Senescence
USP39	Senescence
VASH2	Senescence
VAV3	Senescence
VGLL4	Senescence
VPS8	Senescence
VRK2	Senescence
WASF1	Senescence
WBP5	Senescence
WDR5B	Senescence
WDR60	Senescence
WWOX	Senescence
XBP1	Senescence
YWHAE	Senescence
ZBED4	Senescence
ZBED8	Senescence
ZDHHC4	Senescence
ZFAND1	Senescence
ZKSCAN1	Senescence
ZKSCAN4	Senescence
ZMIZ1	Senescence
ZMYM3	Senescence
ZNF167	Senescence
ZNF184	Senescence
ZNF189	Senescence
ZNF193	Senescence
ZNF219	Senescence
ZNF22	Senescence
ZNF232	Senescence
ZNF248	Senescence
ZNF281	Senescence
ZNF423	Senescence
ZNF444	Senescence
ZNF470	Senescence
ZNF529	Senescence
ZNF606	Senescence
ZNF609	Senescence
ZNF629	Senescence
ZNF654	Senescence
ZNF671	Senescence
ZNF710	Senescence
ZNF835	Senescence
ZSCAN26	Senescence
ZSCAN31	Senescence
MTHFD2L	Senescence
MTL5	Senescence
MTMR2	Senescence
MUT	Senescence
MYB	Senescence
MYCN	Senescence
MYCT1	Senescence
MYH10	Senescence
MYL6B	Senescence
MYO15B	Senescence
MYO18A	Senescence
MYO5C	Senescence
MYOZ3	Senescence
NAALAD2	Senescence
CEP170	Senescence
CEP70	Senescence
CEP83	Senescence
CERS6	Senescence
CETN3	Senescence
CFH	Senescence
CHRDL1	Senescence
CLCC1	Senescence
CLDN10	Senescence
CLGN	Senescence
CLNS1A	Senescence
COA3	Senescence
COL4A5	Senescence
COL5A1	Senescence
RHOBTB3	Senescence
RHPN1-AS1	Senescence
RICS	Senescence
RIPK2	Senescence
RMND1	Senescence
RNF144A	Senescence
RNF2	Senescence
RNF8	Senescence
ROBO1	Senescence
ROBO3	Senescence
APEX1	Senescence
APIP	Senescence
APTX	Senescence
AREG	Senescence
ARHGAP22	Senescence
ARHGAP29	Senescence
ARHGAP33	Senescence
ARHGAP5	Senescence
ARHGEF17	Senescence
ARL2	Senescence
ARL3	Senescence
ARMCX1	Senescence
ARNTL2	Senescence
ASAP2	Senescence
ASB13	Senescence
ASB9	Senescence
ASPH	Senescence
ATP1B1	Senescence
ATP2C1	Senescence
ATP5G2	Senescence
ATP5SL	Senescence
ATP6V0A2	Senescence
PBX1	Senescence
PCCA	Senescence
PDE1A	Senescence
PDGFC	Senescence
PDGFD	Senescence
PDZD2	Senescence
PEX11A	Senescence
PEX12	Senescence
PFAS	Senescence
PFN2	Senescence
PGAP1	Senescence
PGAP2	Senescence
PGDS	Senescence
PGRMC1	Senescence
PHB	Senescence
PHB2	Senescence
PHF16	Senescence
PHGDH	Senescence
PHLPP1	Senescence
PHTF1	Senescence
PHYH	Senescence
PIGF	Senescence
PIGN	Senescence
PIGP	Senescence
PIK3R3	Senescence
PINLYP	Senescence
PIP4K2B	Senescence
PKD2	Senescence
PKP4	Senescence
PLA2G4A	Senescence
PLAG1	Senescence
PLAGL1	Senescence
PLCB1	Senescence
PLCB4	Senescence
PLCH1	Senescence
C15orf29	Senescence
C16orf34	Senescence
C16orf62	Senescence
C1QBP	Senescence
C1QTNF3	Senescence
C1orf216	Senescence
C1orf54	Senescence
C21orf45	Senescence
C21orf59	Senescence
C2CD2	Senescence
C2orf44	Senescence
C2orf68	Senescence
C4orf27	Senescence
C5orf42	Senescence
C6orf108	Senescence
C6orf162	Senescence
CACNB2	Senescence
CALCRL	Senescence
CAND2	Senescence
CANT1	Senescence
CAPRIN1	Senescence
CASP2	Senescence
CBFA2T3	Senescence
CCDC121	Senescence
CCDC6	Senescence
CCNB1IP1	Senescence
CCND2	Senescence
CCNG1	Senescence
CCT2	Senescence
CCT6B	Senescence
CD164	Senescence
CD200	Senescence
CD34	Senescence
CD99	Senescence
CDC42BPA	Senescence
CDCP1	Senescence
CDH2	Senescence
CDK2AP1	Senescence
CDK4	Senescence
CDK6	Senescence
CENPO	Senescence
ANAPC13	Senescence
ANGEL1	Senescence
ANGPT1	Senescence
AKR1A1	Senescence
AKR1C3	Senescence
AKR7A2	Senescence
ALCAM	Senescence
ALDH18A1	Senescence
ALDH1A1	Senescence
REC8	Senescence
REPIN1	Senescence
RERE	Senescence
RHOBTB1	Senescence
BHLHB9	Senescence
BICD1	Senescence
BLMH	Senescence
ANKMY2	Senescence
ANKRD15	Senescence
ANKRD28	Senescence
ANKRD46	Senescence
ANKRD6	Senescence
ANKS1A	Senescence
AP4M1	Senescence
BCORL1	Senescence
BEX1	Senescence
BEX4	Senescence
C15orf15	Senescence
B4GALT6	Senescence
BAALC	Senescence
BSPRY	Senescence
BST2	Senescence
BTBD3	Senescence
BZW2	Senescence
C10orf95	Senescence
C11orf67	Senescence
C11orf71	Senescence
C11orf95	Senescence
C12orf11	Senescence
C14orf1	Senescence
B3GNT2	Senescence
ALG9	Senescence
AMACR	Senescence
BACE1	Senescence
BAHCC1	Senescence
BBS10	Senescence
ATP7B	Senescence
ATP8B4	Senescence
ATP9A	Senescence
ATXN10	Senescence
ATXN7L3B	Senescence
AVEN	Senescence
B3GNT1	Senescence
ALG3	Senescence
BCL2L2	Senescence
BCAT1	Senescence
BCKDHB	Senescence
BCL11A	Senescence
BCL9	Senescence
ALDH7A1	Senescence
C14orf119	Stemness
C10orf128	Stemness
ARRB2	Stemness
ARHGDIB	Stemness
ARMC9	Stemness
ARMCX2	Stemness
ABCG1	Stemness
ACTRT3	Stemness
ADH5	Stemness
AFTPH	Stemness
ALX1	Stemness
APLP1	Stemness
EIF2B3	Stemness
ERCC2	Stemness
C14orf166	Stemness
C21orf45	Stemness
ASCC3	Stemness
ATP11C	Stemness
BBS9	Stemness
BCAT1	Stemness
BCKDHB	Stemness
BMPR1A	Stemness
BOD1	Stemness
BUB1B	Stemness
BXDC1	Stemness
GDF3	Stemness
GIMAP1	Stemness
GIMAP5	Stemness
GIMAP6	Stemness
GIMAP7	Stemness
GIMAP8	Stemness
GNL2	Stemness
GPR	Stemness
GPX8	Stemness
HAS2	Stemness
HAT1	Stemness
HDAC2	Stemness
HDX	Stemness
HESX1	Stemness
HIST1H4C	Stemness
HLA-DMB	Stemness
HLA-DPA1	Stemness
HLA-DQA1	Stemness
HLA-DRB5	Stemness
HMGA2	Stemness
HTR7	Stemness
IARS	Stemness
ICMT	Stemness
IL10RA	Stemness
IMP-1	Stemness
INHBE	Stemness
JUNB	Stemness
KDELC1	Stemness
KIAA0020	Stemness
FAM118B	Stemness
FAM29A	Stemness
FANCB	Stemness
FBXO22	Stemness
FGF2	Stemness
FKSG49	Stemness
FST	Stemness
FYB	Stemness
FZD2	Stemness
GARS	Stemness
GBE1	Stemness
MCM4	Stemness
MCM6	Stemness
MED20	Stemness
MGC2603	Stemness
MLL3	Stemness
MLLT6	Stemness
MMADHC	Stemness
MRPL3	Stemness
MS4A7	Stemness
MSH2	Stemness
MSH6	Stemness
MTHFD1L	Stemness
MTHFD2	Stemness
MXI1	Stemness
MYCN	Stemness
NMNAT2	Stemness
NPR3	Stemness
NREP	Stemness
NUSAP1	Stemness
ORC1L	Stemness
OSTC	Stemness
PAICS	Stemness
PDE4C	Stemness
PDHB	Stemness
PECAM1	Stemness
PFAS	Stemness
PILRB	Stemness
PLAA	Stemness
PLRG1	Stemness
POLE2	Stemness
PRIM1	Stemness
PTPRC	Stemness
C4orf52	Stemness
C5orf56	Stemness
CCDC5	Stemness
CCDC90B	Stemness
CCDC99	Stemness
CCL26	Stemness
CCNA2	Stemness
CCNB1	Stemness
CCNG1	Stemness
CCR1	Stemness
CD53	Stemness
CDC123	Stemness
CDC25A	Stemness
CDH6	Stemness
CENPE	Stemness
CENPH	Stemness
CENPI	Stemness
CHEK2	Stemness
CMBL	Stemness
CPSF3	Stemness
CTSH	Stemness
CTSS	Stemness
CXXC6	Stemness
DACT1	Stemness
DBC1	Stemness
DCUN1D5	Stemness
DDX1	Stemness
DEPDC1B	Stemness
DHX15	Stemness
DIAPH3	Stemness
DIMT1	Stemness
DLG7	Stemness
DNMT3B	Stemness
DPH3	Stemness
DTD1	Stemness
EIF2AK4	Stemness
XPOT	Stemness
XRCC5	Stemness
XXYLT1	Stemness
ZBTB20	Stemness
ZNF167	Stemness
KIF23	Stemness
KIF7	Stemness
KNTC2	Stemness
LIN28B	Stemness
LOC400931	Stemness
LOC90768	Stemness
MALAT1	Stemness
MCM10	Stemness
ROR1	Stemness
RRAS2	Stemness
RSAD2	Stemness
SAMM50	Stemness
SAT1	Stemness
SEC11A	Stemness
SKIV2L2	Stemness
SKP2	Stemness
SLC24A1	Stemness
SLC25A3	Stemness
SMARCC2	Stemness
SNRPD3	Stemness
SNX8	Stemness
SOHLH2	Stemness
TARDBP	Stemness
TBC1D16	Stemness
TBCE	Stemness
TEX10	Stemness
TM2D2	Stemness
TNFSF10	Stemness
TRIM24	Stemness
TRNT1	Stemness
TRPC4	Stemness
TSHZ2	Stemness
UBE2K	Stemness
UBXN2A	Stemness
UGGT2	Stemness
UTP6	Stemness
RAB3B	Stemness
RAD1	Stemness
KIF11	Stemness
KIF20A	Stemness
RARS2	Stemness
RCSD1	Stemness
RANBP5	Stemness
RARS	Stemness
RGCC	Stemness
RIOK2	Stemness
KIF14	Stemness
KIF15	Stemness
CCNA2	Stemness
CCNB1	Stemness
CCNB2	Stemness
CDC2	Stemness
CDC20	Stemness
CDC7	Stemness
CDKN3	Stemness
CENPA	Stemness
CENPF	Stemness
CEP55	Stemness
CKS1B	Stemness
CKS2	Stemness
DBF4	Stemness
DCC1	Stemness
DLG7	Stemness
ECT2	Stemness
ESPL1	Stemness
FBXO5	Stemness
FEN1	Stemness
FLJ20485	Stemness
FOXM1	Stemness
GPSM2	Stemness
GTPBP4	Stemness
HMGB2	Stemness
HMMR	Stemness
ISG20L2	Stemness
KIAA0101	Stemness
KIF11	Stemness
UBE2C	Stemness
UCK2	Stemness
WDR67	Stemness
ZWINT	Stemness
ASPM	Stemness
ATAD2	Stemness
BIRC5	Stemness
BRRN1	Stemness
BUB1	Stemness
BUB1B	Stemness
C21orf45	Stemness
CCDC99	Stemness
MTIF2	Stemness
NCAPG	Stemness
NEK2	Stemness
NUSAP1	Stemness
OIP5	Stemness
PAICS	Stemness
PBK	Stemness
PDSS1	Stemness
PRC1	Stemness
PTTG1	Stemness
RACGAP1	Stemness
RAD51	Stemness
RAD51AP1	Stemness
RAMP	Stemness
RCC1	Stemness
RFC4	Stemness
RRM2	Stemness
SKP2	Stemness
SMC2L1	Stemness
SMC4	Stemness
SNRPA1	Stemness
STMN1	Stemness
TALDO1	Stemness
TOP2A	Stemness
TPX2	Stemness
TRIP13	Stemness
TTC13	Stemness
TTK	Stemness
MSH2	Stemness
KIF2C	Stemness
KIF4A	Stemness
KIF20A	Stemness
KIF23	Stemness
MCM4	Stemness
MCM6	Stemness
MAD2L1	Stemness
MCAM	Stemness
MELK	Stemness
MLF1IP	Stemness
ACVR1B	Senescence
ACVR1C	Senescence
ACVR1	Senescence
BMPR1A	Senescence
BMPR1B	Senescence
BMPR2	Senescence
C2orf31	Senescence
CTNNB1	Senescence
DLX5	Senescence
DUSP9	Senescence
DVL1	Senescence
DVL2	Senescence
DVL3	Senescence
ESRRB	Senescence
ESX1	Senescence
FGF2	Senescence
FGFR1	Senescence
FGFR2	Senescence
FGFR3	Senescence
FGFR4	Senescence
FZD1	Senescence
FZD10	Senescence
FZD2	Senescence
FZD3	Senescence
FZD4	Senescence
FZD6	Senescence
FZD7	Senescence
FZD8	Senescence
FZD9	Senescence
GRB2	Senescence
GSK3B	Senescence
HAND1	Senescence
ACVR2A	Senescence
ACVR2B	Senescence
AKT1	Senescence
AKT2	Senescence
AKT3	Senescence
APC	Senescence
AXIN1	Senescence
AXIN2	Senescence
BMI1	Senescence
BMP2	Senescence
BMP4	Senescence
INHBB	Senescence
INHBC	Senescence
INHBE	Senescence
ISL1	Senescence
JAK1	Senescence
JAK2	Senescence
JAK3	Senescence
JARID2	Senescence
KLF4	Senescence
KRAS	Senescence
LHX5	Senescence
LIF	Senescence
LIFR	Senescence
MAP2K1	Senescence
MAP2K2	Senescence
MAPK1	Senescence
MAPK11	Senescence
MAPK12	Senescence
MAPK13	Senescence
MAPK14	Senescence
MAPK3	Senescence
MEIS1	Senescence
MYC	Senescence
MYF5	Senescence
MYST3	Senescence
NANOG	Senescence
NEUROG1	Senescence
NODAL	Senescence
NRAS	Senescence
ONECUT1	Senescence
OTX1	Senescence
PAX6	Senescence
PCGF1	Senescence
PCGF2	Senescence
PCGF3	Senescence
PCGF5	Senescence
PCGF6	Senescence
PIK3CA	Senescence
PIK3CB	Senescence
PIK3CD	Senescence
PIK3CG	Senescence
PIK3R1	Senescence
PIK3R2	Senescence
PIK3R3	Senescence
PIK3R5	Senescence
POU5F1	Senescence
POU5F1B	Senescence
RAF1	Senescence
REST	Senescence
RIF1	Senescence
SETDB1	Senescence
SKIL	Senescence
SMAD1	Senescence
SMAD2	Senescence
SMAD3	Senescence
SMAD4	Senescence
SMAD5	Senescence
SMAD9	Senescence
SMARCA	Senescence
SOX2	Senescence
STAT3	Senescence
TBX3	Senescence
TCF3	Senescence
WNT1	Senescence
WNT10A	Senescence
WNT10B	Senescence
